gene,A1,A2,A3,B1,B2,B3
gene5044,1.73,0.97,1.76,0.24,0.19,0.12
gene5045,0.11,0.19,0.18,0.36,0.5,2.54
gene5046,18.59,18.61,15.63,8.26,10.9,9.77
gene5047,0.73,0.58,0.12,2.63,0.37,1.5
gene5048,6.75,4.64,3.51,23.05,5.76,26.41
gene5049,1.34,0.26,0.42,1.98,0.93,2.95
gene5050,0.06,0.19,0.06,1.14,0.37,1.27
gene5051,3.41,3.8,1.88,5.51,5.33,12.54
gene5052,29.98,18.55,16.36,0.42,0.31,0.17
gene5053,1.23,0.58,0.24,3.11,1.24,1.39
gene5054,0.5,0.06,0.18,0.54,0.68,1.44
gene5055,0.17,0.13,0.18,0.48,0.25,0.75
gene5056,15.57,16.81,4.91,42.81,9.29,39.42
gene5057,2.07,1.35,1.39,5.21,5.63,4.51
gene5058,4.47,4.57,2.67,1.74,0.74,2.14
gene5059,0.84,0.32,0.3,1.62,1.3,1.68
gene5060,4.97,2.64,7.27,1.8,3.22,1.1
gene5061,3.74,0.45,9.33,0.12,1.3,1.56
gene5062,0.61,0.71,0.42,0.18,0.25,0.12
gene5063,0,0.19,0.3,0.3,1.92,0.81
gene5064,4.58,4.77,1.15,2.34,0.56,0.52
gene5065,29.7,21.89,11.81,66.1,31.46,83.69
gene5066,2.96,1.03,1.09,9.46,4.95,9.42
gene5067,13.01,16.1,8.72,25.15,21.67,24.85
gene5068,10.27,5.28,6,20.78,9.66,16.01
gene5069,2.74,3.09,1.7,0.84,1.05,0.98
gene5070,1.4,0.97,1.21,0.6,0.19,0.4
gene5071,2.57,2.7,1.94,0.96,1.3,0.92
gene5072,15.3,21.25,7.51,28.98,26.32,34.79
gene5073,0.67,0.52,0.55,0.24,0.06,0.06
gene5074,22.22,30.97,10.9,33.71,42.42,45.83
gene5075,1.9,2.19,1.7,10.6,2.23,13.75
gene5076,5.36,2.7,1.58,10.84,2.41,12.83
gene5077,0.61,0.13,0.3,1.14,0.68,1.1
gene5078,3.52,0.64,2.06,7.36,3.96,9.07
gene5079,0.11,0.13,0.06,0.9,0.25,0.4
gene5080,6.14,8.69,7.81,3.23,3.16,3.7
gene5081,4.19,4.51,0.24,0.48,0.8,1.1
gene5082,25.68,15.52,61.06,13.11,12.69,19.53
gene5083,1,1.22,0.97,2.16,3.28,2.37
gene5084,4.91,7.53,0.61,1.68,1.18,1.5
gene5085,12.23,0.26,17.99,0.96,2.17,2.49
gene5086,50.69,53.12,33.08,29.76,27,27.91
gene5087,0.56,0.32,0.3,4.55,0.5,4.28
gene5088,0.5,1.8,0.67,4.37,2.79,4.57
gene5089,68.33,36,108.8,25.33,40.68,47.1
gene5090,1.34,0.39,1.09,4.79,1.8,8.67
gene5091,15.91,6.57,7.51,2.1,5.94,3.35
gene5092,0.89,0.45,1.03,3.65,1.36,4.57
gene5093,1.4,2.19,2.85,6.41,4.77,4.85
gene5094,0.17,0,0.12,0.42,0.37,0.29
gene5095,84.35,60.34,109.34,42.69,57.65,41.32
gene5096,50.57,44.05,42.89,21.26,34.99,22.14
gene5097,0.78,0.71,0.48,1.74,1.49,3.18
gene5098,1,1.29,0.48,3.53,1.11,2.72
gene5099,6.2,8.18,6.42,2.99,3.28,3.76
gene5100,4.52,6.18,0.61,0.9,1.98,0.81
gene5101,3.85,2.58,2.18,12.81,5.82,12.14
gene5102,5.14,0.19,3.33,0.6,0.56,1.21
gene5103,4.02,4.06,5.39,2.04,1.11,1.96
gene5104,11.22,7.86,6.6,31.67,18.33,26.41
gene5105,13.12,18.35,6.54,21.55,25.51,33.75
gene5106,3.18,3.67,1.09,0.66,1.3,1.21
gene5107,2.34,3.22,0.42,11.44,3.78,3.35
gene5108,7.42,7.47,5.45,2.22,3.16,3.93
gene5109,11.56,8.31,3.88,20.18,10.53,22.37
gene5110,0.06,0.19,0.06,1.2,0.31,1.04
gene5111,43.37,21.77,37.98,6.89,1.98,8.32
gene5112,48.34,24.92,78.99,17.18,28.11,32.19
gene5113,0.5,0.45,0.67,1.2,0.62,3.24
gene5114,6.59,4.38,5.75,1.26,2.48,1.96
gene5115,0.67,0.39,0.42,2.81,1.11,1.21
gene5116,0,0.32,0.3,0.36,0.93,1.91
gene5117,2.9,0.71,1.82,4.19,5.02,7.74
gene5118,1.28,1.22,0.91,2.39,1.3,6.7
gene5119,0.17,0.26,0,1.08,0.31,0.29
gene5120,2.51,2.51,0.67,6.65,1.3,8.32
gene5121,1.06,1.03,0.36,4.19,1.24,4.22
gene5122,0.56,0.26,0.97,0,0.12,0.12
gene5123,9.82,9.47,1.09,1.08,3.28,1.68
gene5124,77.65,76.18,64.7,41.43,57.9,41.03
gene5125,6.2,5.09,2.67,14.73,8.67,7.86
gene5126,28.92,23.12,16.54,11.62,10.46,16.59
gene5127,5.58,3.8,2.36,15.99,7.43,8.73
gene5128,0.17,0.26,0.06,0.24,0.5,0.87
gene5129,0.17,0.26,0.24,0.78,0.43,0.75
gene5130,0.28,0.06,0.24,0.54,0.93,0.52
gene5131,1.34,1.09,0.18,0.3,0.25,0.23
gene5132,1.73,1.03,1.21,0.36,0.56,0.35
gene5133,0.22,0.13,0.18,1.02,0.25,0.98
gene5134,0.33,0.71,1.09,1.14,2.97,2.08
gene5135,0,0.26,0.18,0.54,0.8,0.58
gene5136,45.44,58.02,40.34,25.21,32.76,23.35
gene5137,34.55,35.29,10.48,11.62,14.24,16.18
gene5138,8.21,6.25,6.78,25.09,13.13,23.18
gene5139,8.09,10.75,8.48,6.05,2.35,3.7
gene5140,0.61,0.32,0.18,2.16,0.93,1.44
gene5141,1.51,0.64,0.61,4.43,1.18,2.37
gene5142,3.8,2.32,2.42,0,0,0.06
gene5143,94,52.09,181.37,57.84,72.76,50.11
gene5144,6.31,4.64,7.09,12.93,11.33,18.09
gene5145,0.22,0.32,0.3,0.66,0.31,1.79
gene5146,0.78,0.19,0.42,0.72,1.11,2.43
gene5147,1.56,1.35,2.24,3.77,4.02,5.95
gene5148,8.71,9.08,1.76,0.72,0.37,0.69
gene5149,11.16,1.09,23.87,1.14,3.9,3.35
gene5150,1,0.64,0.67,2.93,1.24,4.1
gene5151,7.09,2.19,5.27,2.16,1.18,2.2
gene5152,4.08,1.35,3.94,1.02,0.74,0.92
gene5153,0.78,0.97,0.06,1.56,2.29,1.62
gene5154,0.95,0.64,0.73,0.18,0.25,0.17
gene5155,4.19,2.64,3.39,8.26,5.82,12.71
gene5156,0.56,0.77,0.24,2.51,1.73,2.95
gene5157,2.18,1.03,0.55,0.42,0.31,0.23
gene5158,36.56,32.2,13.75,11.38,9.6,20.57
gene5159,15.24,20.16,6.66,41.25,17.83,36.24
gene5160,1.95,0.71,3.45,21.2,4.71,16.7
gene5161,1.06,1.09,0.61,2.75,3.47,5.14
gene5162,2.4,4.64,4.66,0.48,2.48,0.69
gene5163,4.13,0.32,2.48,18.5,2.72,18.96
gene5164,3.24,1.16,3.15,10.42,3.84,7.74
gene5165,0.06,0,0.3,0.78,0.87,0.81
gene5166,8.54,10.3,7.21,5.99,2.11,2.95
gene5167,6.92,7.28,1.7,15.33,6.25,16.82
gene5168,3.29,2.9,0.48,0.54,0.25,0.81
gene5169,0.11,0.13,0,0.54,0.25,0.35
gene5170,0.67,0.77,0.24,2.81,1.05,2.31
gene5171,2.57,0.64,1.21,8.92,0.93,4.85
gene5172,1.06,0.64,0.48,1.32,1.05,4.1
gene5173,0.5,0.52,0.06,1.26,0.68,2.77
gene5174,1.79,0.64,0.24,2.63,1.3,5.72
gene5175,1.79,0.84,0.73,5.51,3.41,5.26
gene5176,0.45,0.45,0.48,0.12,0.19,0.17
gene5177,0.11,0.06,0,0.6,0.31,0.52
gene5178,0.17,0.13,0.06,0.72,0.31,0.23
gene5179,0.39,0.13,0.55,0.6,1.24,2.95
gene5180,1.17,4.31,0.3,4.91,24.58,24.68
gene5181,63.41,52.74,63.36,41.43,38.08,36.06
gene5182,0.17,0,0,0.48,0.25,0.4
gene5183,0.11,0,0.06,0.3,0.25,0.35
gene5184,2.23,0.9,1.03,7.84,0.56,5.49
gene5185,0.67,0.84,1.21,0.24,0.43,0.17
gene5186,2.18,1.16,1.03,6.95,4.27,9.88
gene5187,0.78,0.19,0.3,2.22,0.8,1.56
gene5188,0.5,0.26,0,0.78,0.56,1.16
gene5189,14.68,7.47,17.02,6.41,7.8,4.39
gene5190,17.03,13.72,9.57,34.67,24.83,34.85
gene5191,12.89,14.3,2.97,3.71,4.64,3.53
gene5192,1.45,1.61,1.94,9.1,3.65,4.33
gene5193,75.86,57.5,100.68,49.7,50.22,39.59
gene5194,0.22,0.26,0.18,0.54,1.3,0.58
gene5195,0.06,0.26,0.12,1.44,0.31,1.1
gene5196,8.43,7.98,0.91,18.8,9.72,16.99
gene5197,5.86,2.77,4.48,12.51,5.39,12.95
gene5198,8.93,9.92,7.57,6.05,2.6,3.93
gene5199,0.45,0.39,0.18,0.66,0.56,1.79
gene5200,0.45,0.58,0.36,0.12,0.25,0.06
gene5201,2.4,1.87,1.03,7.96,3.1,9.42
gene5202,7.98,5.47,4.85,23.83,14.06,22.94
gene5203,60.9,40.12,75.84,42.93,32.94,24.16
gene5204,1.56,0.58,0.24,2.87,0.25,5.55
gene5205,1.4,0.58,0.79,0.24,0.25,0.35
gene5206,0,0,0.12,0.72,0.43,0.35
gene5207,3.01,3.54,1.21,10.54,3.65,7.98
gene5208,12.73,12.23,4.6,22.21,18.08,23.98
gene5209,0.17,0.06,0,0.6,0.43,0.29
gene5210,13.79,12.43,2.67,22.99,15.85,27.45
gene5211,9.94,5.73,5.63,31.01,9.16,26.01
gene5212,9.88,13.72,8.06,34.01,21.49,24.97
gene5213,6.48,0.9,9.51,0.24,2.23,1.5
gene5214,36.73,44.17,6.06,9.04,18.7,9.13
gene5215,0.22,0.26,0.3,0.84,0.12,1.79
gene5216,0.11,0.06,0.12,0.24,0.5,0.52
gene5217,32.99,18.74,36.23,75.44,34.43,61.49
gene5218,17.25,16.61,7.75,30.3,15.79,36.93
gene5219,2.74,0.58,1.64,12.03,2.29,4.68
gene5220,22.27,22.15,16.11,54.49,26.63,45.6
gene5221,0.22,0.32,0.06,0.96,0.25,0.98
gene5222,0.28,0.26,0.24,0,0,0.12
gene5223,15.3,16.48,4.18,41.97,9.97,37.57
gene5224,1.4,1.09,1.39,4.67,1.86,8.09
gene5225,5.75,2.96,0.97,14.79,1.98,13.81
gene5226,0.45,0.45,0.24,2.45,0.31,2.08
gene5227,0.78,0.19,0.3,2.34,0.62,2.02
gene5228,2.01,1.35,0.91,5.99,3.59,5.37
gene5229,0.73,0.64,0.3,3.11,1.3,2.02
gene5230,0.56,0.13,0.24,1.56,0.31,1.44
gene5231,52.08,40.63,34.17,26.22,13.31,28.2
gene5232,0.84,0.71,1.09,3.77,1.18,5.2
gene5233,1.9,2.12,0.67,0.36,1.05,0.23
gene5234,18.81,9.85,15.63,40.65,14.06,37.45
gene5235,102.99,92.92,157.38,71.85,83.29,66.98
gene5236,2.9,1.55,0.97,10.12,5.39,9.59
gene5237,0.56,0.26,0.24,0.78,0.87,1.5
gene5238,0.17,0.13,0.06,0.3,0.43,0.46
gene5239,12.5,0.19,19.38,0.48,2.04,1.56
gene5240,3.74,3.28,2.12,1.2,0.62,1.96
gene5241,0.22,0.19,0.06,0.72,0.25,0.64
gene5242,28.53,24.21,16.78,50.65,32.82,39.7
gene5243,4.41,4.31,2.79,13.59,4.15,15.78
gene5244,1.06,0.39,1.58,0.18,0.31,0.46
gene5245,0.33,0.58,0.18,0.96,0.68,1.27
gene5246,37.79,13.84,31.26,8.92,10.9,20.75
gene5247,0.06,0.26,0.18,1.74,0.37,0.23
gene5248,0.39,0.26,0.06,0.9,0.31,1.16
gene5249,1.67,1.42,1.51,0.24,0,0.29
gene5250,0.28,0.13,0.36,0.36,0.62,1.5
gene5251,0.33,0.13,0.12,0.42,0.31,1.21
gene5252,9.94,12.94,6.85,23.23,18.89,16.41
gene5253,93.33,72.96,143.45,61.31,64.21,58.89
gene5254,0.67,0.39,1.15,0.18,0.12,0.06
gene5255,0.11,0.71,0.3,0.24,2.17,1.73
gene5256,1.12,1.48,0.73,2.63,3.22,2.37
gene5257,3.52,7.15,4.3,1.74,1.92,2.54
gene5258,2.79,2.64,4.36,1.68,1.24,1.44
gene5259,3.41,1.16,5.09,0.78,1.11,1.04
gene5260,5.14,5.8,1.33,22.57,7.62,11.5
gene5261,0.33,0.39,0.3,3.17,1.24,1.96
gene5262,10.72,16.1,5.94,29.58,23.1,36.76
gene5263,13.34,11.59,9.75,37.12,22.42,37.45
gene5264,12.28,12.75,8.78,34.31,20.99,37.05
gene5265,1.28,1.61,1.15,3.71,2.17,6.99
gene5266,0.78,0.26,0.06,0.9,1.18,1.68
gene5267,0.11,0.32,0.18,0.36,0.43,1.96
gene5268,8.65,7.02,2.73,14.19,10.22,15.14
gene5269,0.61,0.9,0.42,0,0.06,0.46
gene5270,1.79,1.48,1.27,0.6,0,0.4
gene5271,0.89,0.39,0.97,0.12,0.37,0.4
gene5272,0.11,0.39,0.06,1.26,0.37,0.23
gene5273,9.66,11.2,5.03,2.81,4.46,4.45
gene5274,1.51,2.19,1.64,0.48,0.43,0.52
gene5275,16.97,15.26,5.15,37.78,11.02,39.07
gene5276,0.06,0.13,0,0.42,0.25,0.29
gene5277,3.74,2.58,0.73,10.3,3.53,12.83
gene5278,3.8,2.25,7.15,28.38,10.03,27.51
gene5279,0.84,1.03,0.79,5.99,4.33,4.33
gene5280,24.84,40.37,49.61,11.56,25.45,13.75
gene5281,0.33,0.39,0.3,1.02,0.99,0.58
gene5282,1.17,0.9,1.58,3.17,2.41,5.03
gene5283,0.33,0.32,0.55,0,0.19,0.12
gene5284,0.73,0.52,0.24,1.8,0.99,1.1
gene5285,28.36,15.71,11.93,41.85,24.15,43.52
gene5286,6.87,3.93,11.09,3.23,2.35,2.89
gene5287,0.17,0.13,0.12,0.96,0.87,0.29
gene5288,10.61,9.14,7.39,35.15,10.09,19.77
gene5289,4.63,4.51,6,11.08,14.18,17.05
gene5290,28.53,25.82,30.11,10.3,11.77,11.91
gene5291,12.62,5.8,5.03,27.06,6.87,31.56
gene5292,9.49,5.92,9.45,2.39,3.96,4.22
gene5293,9.27,5.8,5.75,33.29,24.09,38.09
gene5294,0.56,0.32,0.18,1.44,0.8,1.21
gene5295,2.4,3.35,0.24,0.6,0.74,0.17
gene5296,0.73,0.06,0.42,0.9,0.74,2.6
gene5297,24.73,33.42,16.72,45.74,42.48,45.66
gene5298,39.35,30.07,26.9,13.83,18.64,21.33
gene5299,28.97,11.2,66.64,18.32,12.94,20.63
gene5300,0.78,0.77,0.24,1.26,1.86,2.25
gene5301,6.87,1.87,17.45,2.45,3.65,3.99
gene5302,2.01,0.97,1.03,3.95,2.23,6.47
gene5303,1.67,1.03,1.64,0.48,0.56,0.69
gene5304,0.78,0.71,0.24,0.06,0.12,0.23
gene5305,2.68,3.09,1.27,6.17,5.02,7.22
gene5306,0.73,0.39,0.06,2.16,0.31,3.7
gene5307,35.78,51.45,19.08,69.03,67.31,59.64
gene5308,31.37,17.52,84.2,13.53,27.86,20.75
gene5309,0.28,0.06,0.06,1.02,0.25,1.21
gene5310,1.67,1.48,0.97,6.23,1.8,7.98
gene5311,0.33,1.55,0.91,0.12,0.37,0.29
gene5312,0.11,0,0,1.44,0.37,1.21
gene5313,27.41,27.11,43.92,15.03,24.89,17.92
gene5314,2.01,1.67,0.3,3.05,3.96,4.28
gene5315,0.5,0.32,0.12,2.16,0.37,1.39
gene5316,0.28,0.32,0.18,0.9,1.05,2.02
gene5317,1.62,0.26,1.15,0.18,0.25,0.17
gene5318,0.11,0.19,0.06,0.6,0.87,1.21
gene5319,5.47,3.09,1.76,16.82,2.66,17.74
gene5320,1.34,1.29,0.61,5.03,2.23,4.1
gene5321,1.62,1.42,1.09,0.6,0.31,0.87
gene5322,0.39,0.32,0.06,1.02,0.99,0.69
gene5323,12.28,10.05,6.3,29.28,15.79,26.87
gene5324,0.28,0.19,0.06,0.3,0.5,0.98
gene5325,9.1,6.76,7.81,63.53,24.95,49.88
gene5326,31.04,28.78,12.72,10,14.43,12.6
gene5327,26.24,16.48,21.81,9.76,9.91,9.54
gene5328,1.9,2,0,17.3,3.41,0.23
gene5329,0,0,0.06,0.54,0.37,0.23
gene5330,2.07,1.09,1.45,0.72,0.37,0.58
gene5331,6.42,4.83,4.18,21.14,5.88,19.25
gene5332,8.48,4.96,6.66,20.3,18.33,24.04
gene5333,0.22,0,0.06,0.36,0.8,0.58
gene5334,0.22,0.13,0.36,2.16,0.74,2.49
gene5335,8.65,10.43,7.63,5.75,2.97,3.81
gene5336,6.14,6.5,3.88,15.93,7.55,21.27
gene5337,2.57,2.06,0.79,0.48,0.19,0.35
gene5338,126.21,25.89,93.96,56.4,14.86,41.5
gene5339,3.29,1.42,0.42,14.97,1.73,10
gene5340,3.68,3.54,1.33,0.84,1.3,1.5
gene5341,21.44,19.25,6.72,45.98,32.39,57.62
gene5342,31.04,26.72,16.17,57.54,45.95,57.1
gene5343,0.06,0.45,0.06,0.72,0.87,1.68
gene5344,23.22,16.94,9.63,40.18,20.87,40.34
gene5345,3.8,0.19,1.64,12.03,2.97,5.84
gene5346,7.15,8.37,0.85,2.16,1.8,1.96
gene5347,0.89,0.84,0.24,3.77,0.8,2.83
gene5348,3.63,2.12,0.36,0.72,0.99,0.17
gene5349,20.1,16.61,13.99,36.58,31.95,41.84
gene5350,7.2,5.02,2.54,19.4,5.39,12.77
gene5351,14.96,17,11.21,11.8,4.64,4.62
gene5352,0.28,0.39,0,1.08,0.8,1.21
gene5353,1.23,0.9,0.97,0.36,0.43,0.58
gene5354,82.78,91.12,89.41,48.98,66.69,54.62
gene5355,0.22,0.06,0.24,1.2,0.8,0.69
gene5356,0.17,0.19,0.06,1.62,0.25,0.35
gene5357,0.11,0.32,0.3,0.84,0.87,0.58
gene5358,0.61,0.52,0.42,3.47,1.18,2.77
gene5359,2.74,1.09,0.97,8.92,4.02,14.33
gene5360,0,0.13,0,0.24,0.31,0.23
gene5361,4.74,2.51,4.18,12.45,5.33,22.37
gene5362,0.56,0.52,0.18,1.56,0.62,1.16
gene5363,3.01,5.41,10.3,1.56,2.48,2.72
gene5364,28.69,22.47,12.48,63.83,32.51,80.85
gene5365,0.22,0.06,0.42,0.9,0.5,0.98
gene5366,64.36,84.36,37.98,130.7,106.38,131.13
gene5367,12.78,11.14,7.33,35.39,27.12,18.15
gene5368,1.34,1.09,0.97,4.01,2.48,1.96
gene5369,0.11,0.06,0,0.84,1.18,0.92
gene5370,7.87,6.44,6.72,3.41,3.16,2.72
gene5371,0.56,0.77,0.3,1.86,0.5,2.43
gene5372,1.95,0.9,2.79,0.9,0.99,0.46
gene5373,0.06,0,0,0.84,0.31,0.98
gene5374,0.95,1.29,1.21,0.42,0.31,0.75
gene5375,1.95,2.32,0.67,0.12,0,0.29
gene5376,1.17,0.32,0.36,3.71,0.74,2.14
gene5377,25.68,51.06,25.75,14.61,24.95,16.76
gene5378,0.28,0.45,0,1.74,0.8,0.81
gene5379,15.8,14.55,11.99,37,29.04,37.62
gene5380,0.5,0.45,0.18,2.22,0.43,2.54
gene5381,3.8,3.09,1.21,8.32,4.21,10.46
gene5382,0.06,0,0.06,0.78,0.68,0.23
gene5383,2.12,1.42,5.33,12.99,6.69,11.21
gene5384,1.9,1.93,1.76,6.47,2.11,6.13
gene5385,4.97,2.25,1.33,0.72,0.25,0.46
gene5386,15.3,12.56,11.21,49.1,15.91,37.62
gene5387,0.28,0.26,0.42,0,0,0.06
gene5388,0.22,0,0.18,0.3,0.31,1.68
gene5389,0.5,0.64,0.24,1.98,0.5,1.79
gene5390,3.85,2.7,5.27,13.59,8.11,10.29
gene5391,14.12,14.17,10,27,20.31,30.86
gene5392,1.67,1.29,0.67,0.54,0.56,0.29
gene5393,4.35,3.09,1.03,10.9,5.94,12.25
gene5394,0.22,0.13,0.06,0.84,1.42,0.35
gene5395,0.06,0.06,0.24,0.3,1.05,0.46
gene5396,1.67,1.48,0.48,4.37,3.78,3.99
gene5397,0.56,0.64,0.36,2.1,0.93,2.2
gene5398,63.58,67.81,99.83,32.93,43.96,38.95
gene5399,2.34,1.93,0.91,7.12,1.55,8.78
gene5400,7.48,5.92,2.36,26.16,14.55,23.87
gene5401,2.12,2.83,1.76,8.5,5.39,13
gene5402,0.67,0.45,0.61,0,0.06,0.06
gene5403,21.32,13.01,11.99,40.36,20.68,37.74
gene5404,0.11,0.13,0,0.54,0.31,0.29
gene5405,1.06,1.03,0.73,0.24,0.31,0.52
gene5406,25.45,21.7,17.33,50.53,32.63,57.79
gene5407,0.33,0,0.3,0.66,0.93,0.92
gene5408,0.61,0,0.12,0.72,1.55,1.79
gene5409,1.51,1.93,0.55,3.65,1.67,5.66
gene5410,12.73,11.91,9.69,36.16,22.17,38.72
gene5411,14.18,7.41,6.3,28.56,12.51,22.19
gene5412,23.05,23.44,14.42,50.95,28.67,36.29
gene5413,13.96,16.94,8.78,27.06,25.2,21.27
gene5414,10.16,9.02,8.3,32.39,11.64,31.5
gene5415,21.6,22.8,17.08,11.08,8.3,14.85
gene5416,8.26,6.57,2.91,2.39,3.59,1.27
gene5417,4.52,3.03,5.27,9.52,10.46,18.03
gene5418,0.17,0,0.18,0.36,0.74,0.58
gene5419,6.81,6.89,5.39,12.87,14.24,13.06
gene5420,20.1,22.09,22.66,9.4,6.38,9.3
gene5421,4.19,5.28,4.91,1.08,2.29,2.08
gene5422,0.67,0.26,0.48,3.65,1.36,3.18
gene5423,8.88,4.31,4.6,1.32,1.55,3.81
gene5424,0.95,1.74,0.3,0.3,0.37,0.46
gene5425,0.33,0.26,0.18,0.72,0.5,1.79
gene5426,0.45,0.19,0.3,1.8,0.68,1.85
gene5427,0.39,0.39,0.3,1.26,0.8,1.85
gene5428,4.3,6.37,4.79,1.32,2.41,2.83
gene5429,0.5,0.97,0.67,1.86,1.24,2.83
gene5430,1.84,2.58,0.48,4.49,3.78,6.82
gene5431,8.82,6.63,9.51,19.82,19.82,21.15
gene5432,5.53,14.3,4.85,11.5,21.43,28.61
gene5433,2.57,1.16,1.7,10.3,1.73,9.25
gene5434,3.18,2.77,1.51,10.54,2.91,11.73
gene5435,2.01,1.67,2.18,7.36,3.03,9.02
gene5436,0.22,0.45,0.12,1.02,0.74,0.98
gene5437,0.06,0.45,0.42,0.72,0.74,1.5
gene5438,0.33,0.45,0.36,1.14,2.04,2.72
gene5439,1.79,2.06,1.39,0.12,0.12,0.29
gene5440,4.47,2.19,3.33,1.32,0.43,1.21
gene5441,9.71,6.7,7.27,2.81,2.72,4.1
gene5442,0.17,0.19,0.18,0.42,0.5,0.69
gene5443,3.52,1.61,1.58,8.32,2.35,9.82
gene5444,0.39,0.64,0.12,0.9,1.42,1.79
gene5445,0.39,0.06,0,0.42,0.37,1.04
gene5446,0.06,0.13,0.3,0.3,0.68,1.5
gene5447,1.12,0.32,1.39,0.24,0.37,0.29
gene5448,0.33,0.39,0.12,0.66,1.05,1.96
gene5449,2.46,2.64,0.79,10,5.26,12.02
gene5450,1.84,1.61,1.15,8.2,2.11,6.07
gene5451,11.28,4.31,13.33,1.5,2.79,5.26
gene5452,2.62,0.45,10.84,0.66,1.11,2.49
gene5453,0.45,0.64,0.3,2.75,0.19,2.2
gene5454,0.17,0.45,0.06,1.08,0.56,0.46
gene5455,21.94,23.12,21.57,58.02,35.42,48.6
gene5456,0.61,0.58,0.55,1.08,1.61,2.08
gene5457,0.11,0.45,0.18,0.48,1.73,2.02
gene5458,2.57,1.29,4,11.8,5.88,11.39
gene5459,4.02,1.8,6.54,1.68,1.36,1.79
gene5460,3.68,0.39,0.73,2.45,12.63,8.9
gene5461,2.29,2.19,0.73,0.72,0.74,0.64
gene5462,3.35,8.63,4.66,7.54,13.31,18.49
gene5463,33.55,24.28,12.05,81.67,44.58,23.46
gene5464,5.53,2.83,1.64,11.44,2.6,13.18
gene5465,0.17,0.26,0.06,0.3,0.68,0.81
gene5466,0.39,0.19,1.09,2.1,0.99,5.72
gene5467,7.98,5.47,7.27,18.86,14.61,15.2
gene5468,2.07,1.16,0.91,3.89,1.86,5.2
gene5469,1.4,0.45,0.48,3.35,1.49,5.09
gene5470,4.08,5.67,4,15.03,8.73,9.3
gene5471,1.79,1.09,0.48,3.41,2.11,9.25
gene5472,13.29,11.72,9.51,37.72,23.47,38.95
gene5473,0.11,0.26,0,3.53,3.28,2.54
gene5474,0.78,0.58,0.55,3.83,0.99,2.02
gene5475,11.61,13.46,4.79,21.91,17.03,23.06
gene5476,0.5,0.84,0.42,0.06,0.25,0.29
gene5477,1.95,2.7,7.27,8.98,5.7,34.56
gene5478,0.73,0.39,0.12,1.2,1.67,1.73
gene5479,0.11,0.32,0,0.9,0.43,0.29
gene5480,1.73,0.39,1.03,4.55,2.17,8.84
gene5481,3.8,3.09,4.3,18.32,6.75,13.18
gene5482,7.7,7.66,10.78,5.81,3.28,3.24
gene5483,0.84,0.32,0.06,2.75,0.8,1.91
gene5484,0.89,1.03,3.63,5.39,3.34,12.54
gene5485,2.4,2.45,1.09,8.32,1.24,10.81
gene5486,3.41,5.99,4.6,1.92,2.11,2.43
gene5487,13.12,11.78,8.3,37.66,21.49,38.49
gene5488,12.84,10.69,9.33,35.39,21.49,37.39
gene5489,0.17,0.19,0.06,1.14,0.31,0.64
gene5490,0.39,0.84,0.3,0.06,0.06,0.29
gene5491,0,0,0,0.24,0.25,0.35
gene5492,1.4,1.35,0.18,1.56,3.34,3.29
gene5493,0.06,0.45,0.06,2.63,1.86,1.39
gene5494,7.2,8.5,3.7,12.03,12.88,15.2
gene5495,0.28,0.39,0.42,1.2,1.11,1.27
gene5496,0.28,0.19,0.12,0.36,0.43,1.79
gene5497,65.93,35.03,108.49,29.04,39.88,45.48
gene5498,1.34,0.97,1.76,3.77,3.1,5.14
gene5499,4.41,5.09,1.76,7.18,14.8,13.75
gene5500,8.93,14.1,0.73,1.32,2.23,2.83
gene5501,110.14,67.23,149.87,63.23,70.84,70.39
gene5502,1.17,0.64,2,0.06,0.8,0.29
gene5503,9.1,5.54,6.97,1.68,1.98,2.72
gene5504,0.5,0.52,0.36,0.12,0,0.17
gene5505,0.22,0.26,0.67,0.18,0.12,0
gene5506,0.95,1.35,2.42,2.69,9.1,7.11
gene5507,5.02,2.06,2.12,0,0,0
gene5508,2.46,1.67,1.27,0.24,0,0.23
gene5509,0.61,0.9,2.18,0.3,0.19,0.52
gene5510,1.28,1.55,2.24,0.6,0.25,0.98
gene5511,0.89,0.45,0.18,2.04,0.56,2.08
gene5512,1.79,1.35,1.7,2.04,3.03,8.96
gene5513,1,1.48,0.73,0.48,0.43,0.46
gene5514,0.39,2.9,0.85,0.3,0.5,0.23
gene5515,4.8,5.41,0.61,1.62,1.49,0.35
gene5516,1.95,2.96,3.39,0.78,1.11,1.27
gene5517,0.22,0,0.06,0.54,0.31,0.29
gene5518,0.33,0.19,0.24,0.84,0.5,1.04
gene5519,9.94,10.24,6.72,28.8,14.49,27.8
gene5520,5.14,4.25,2.54,23.83,11.08,20.52
gene5521,66.15,61.56,73.9,41.07,44.34,46.24
gene5522,0.78,0.19,0.67,2.57,0.99,1.62
gene5523,0.17,0.13,0.24,0.48,0.5,0.58
gene5524,4.58,5.47,1.94,15.33,8.61,15.37
gene5525,0.73,0.77,0.12,1.92,0.87,1.73
gene5526,0.73,0.06,0.06,3.47,0.68,2.2
gene5527,0.17,0.06,0.18,1.5,0.5,1.04
gene5528,16.41,13.33,20.78,7.07,11.7,6.42
gene5529,0.61,0.39,0.73,0.12,0.06,0.06
gene5530,1.51,1.03,0.79,5.63,1.73,8.73
